,ID,ROOM NAME,LOCALITY,REGION,OLD PRICE,ratings
196,312,MedRooms  562 Pitampura Madhuban Chowk,Pitampura,Delhi,2499.0,2
197,24,MedRooms Premium 207 Greater Kailash 1,Greater Kailash 1,Delhi,4799.0,2
198,44,MedRooms  588 DB Gupta Road Near Flyover,Dariba Pan,Delhi,1199.0,2
199,236,MedRooms  629 New Rohtak Road Karol Bagh,"Rohtak Road, Karol Bagh",Delhi,1449.0,2
200,29,MedRooms  098 South Delhi,"Opposite Karnataka Bank, Kalkaji",Delhi,2149.0,2
201,261,MedRooms Premium 261 Karol Bagh Metro Station 3,Karol Bagh,Delhi,2749.0,2
202,76,MedRooms  358 Near Jasola Sports Complex,Jasola,Delhi,1649.0,2
203,80,MedRooms  038 Jamia River View,Jamia Nagar,Delhi,1399.0,2
204,83,MedRooms Premium 123 Hauz Khas,Safdarjung Enclave,Delhi,3649.0,2
205,84,MedRooms  115 Main Bazar Paharganj,Near Imperial Cinema,Delhi,1249.0,2
206,86,MedRooms Homes 375 South Extension 1 H Block,South Extension - 1,Delhi,2249.0,2
207,264,MedRooms  152 Karol Bagh Bikanerwala,"Gurudwara Road, Karol Bagh",Delhi,1849.0,2
208,12,MedRooms Homes 459 New Friends Colony 2,"Second Floor (With Elevator), New Friends Colony ",Delhi,3699.0,2
209,42,MedRooms  215 Gangaram Hospital,Old Rajendra Nagar,Delhi,2649.0,2
210,322,MedRooms  096 Vasant Kunj 2,New Delhi,Delhi,2299.0,2
211,245,MedRooms  641 Sector 7 Palam Extension,"Sector 7, Near Shree Makhan Sweet, Ramphal Chowk",Delhi,1849.0,2
212,10,MedRooms  010 Karol Bagh 1078,"Karol Bagh, New Delhi",Delhi,1699.0,2
213,324,MedRooms  490 Jantar Mantar Delhi,Jai Singh Road,Delhi,2999.0,2
214,321,MedRooms Homes 446 Kailash Colony Main Market,Kailash Colony,Delhi,2099.0,2
215,235,MedRooms Premium 008 IGI Airport Link Road,"Mahipalpur, NH -8, Near IGI Airport, Delhi Gurgaon Expy, Block RZ, Mahipalpur Village",Delhi,3699.0,2
216,66,MedRooms  350 Delhi Gate ,Darya Ganj,Delhi,2499.0,2
217,299,MedRooms  542 Bhogal Jangpura,"Church Road, Jungpura, Bhogal",Delhi,1299.0,2
218,115,MedRooms Premium 336 Resort International Airport Delhi,Kapashera,Delhi,5799.0,2
219,36,MedRooms  690 Okhla Near Fortis Hospital,"Jamia Nagar, Okhla",Delhi,2499.0,2
220,309,MedRooms  288 Dwarka Sector 12 City Centre,Dwarka,Delhi,2349.0,2
221,47,MedRooms  133 East of Kailash Extension,Opp Sapna Cinema,Delhi,2549.0,2
222,38,MedRooms Premium 177 Defence Colony,Defence Colony,Delhi,3099.0,2
223,283,MedRooms  493 Krishna Gali Near NDLS,"Krishna Gali, Ghee Mandi, Near New Delhi Railway Station Paharganj",Delhi,1299.0,2
224,229,MedRooms Premium 234 Paschim Vihar,Paschim Vihar,Delhi,3549.0,2
225,116,MedRooms  592 Deer Park,SFE,Delhi,3299.0,2
226,13,MedRooms Premium 033 New Friends Colony,CV Raman Marg,Delhi,3149.0,2
227,187,MedRooms Homes 438 Janakpuri,Janak Puri,Delhi,1649.0,1
228,218,MedRooms  343 Main Bazar Paharganj 4350,"Kaseru Walan, Paharganj",Delhi,1249.0,1
229,237,MedRooms  319 IGI Airport Near Fun N Food Village,"Kapashera Road, Bijwasan",Delhi,2199.0,1
230,127,MedRooms  498 South Ex Market,"C Block, South Extension 1",Delhi,2399.0,1
231,220,MedRooms  226 Near Jhandewalan Metro 1,Karol Bagh,Delhi,1599.0,1
232,106,MedRooms Flagship 500 New Friends Colony,"Plot no. A-44, A Block, New Friends Colony, Delhi",Delhi,3899.0,1
233,165,MedRooms  560 Vasant Vihar 2,Rao Tula Ram Marg,Delhi,3099.0,1
234,259,MedRooms  163 Rohini Near M2K,Main Road Naharpur Village,Delhi,2649.0,1
235,59,MedRooms  300 IGI Airport 3,"Behind Prem Maruti Showroom, Mahipalpur",Delhi,1749.0,1
236,161,MedRooms  365 Indra Gandhi Airport Main Road,"Next to Hotel Radisson, Near IGI Airport, Rangpuri",Delhi,2599.0,1
237,162,MedRooms  088 East Patel Nagar,Near Metro Pillar No.161,Delhi,2449.0,1
238,110,MedRooms Premium 526 Wazirpur Industrial Area,"Phase 2, Ashok Vihar, New Delhi",Delhi,6099.0,1
239,129,MedRooms  010 Karol Bagh 1078,"Karol Bagh, New Delhi",Delhi,1699.0,1
240,23,MedRooms  183 Opp IGI Airport Main Road,"N.H. 8, Near IGI Airport Road No. 1, Mahipalpur Extension , Mahipalpur",Delhi,3449.0,1
241,78,MedRooms Homes 678 Jangpura Birbal Road,Jangpura Extension,Delhi,1699.0,1
242,183,MedRooms  057 Dwarka Sector 19,Dwarka,Delhi,1649.0,1
243,262,MedRooms Homes 367 Greater Kailash M Block Market 2,New Delhi,Delhi,2649.0,1
244,249,MedRooms  502 Ramphal Chowk Sector 7,"Ramphal Chowk, Sector 7 Dwarka",Delhi,1649.0,1
245,232,MedRooms  228 Near RK Ashram Metro Station 2,Paharganj,Delhi,1499.0,1
246,101,MedRooms  578 Karol Bagh 16/7 Arya Samaj Road,"Arya Samaj Road, Opposite Satbhrawan School",Delhi,1349.0,1
247,73,MedRooms  361 Paharganj Near Darbar Sweets,Pahar Ganj,Delhi,1499.0,1
